연번,상가유형,호선,역명,상가번호,면적(제곱미터),영업업종,계약시작일자,계약종료일자,월임대료,사업진행단계
1424,개별(일반),7호선,신풍역,743-103,30,패션잡화,2019-12-17,2025-01-15,2020000,
1425,네트워크,7호선,신풍역,743-104,32.82,편의점,2020-02-13,2025-04-12,8322600,
1426,공실,7호선,신풍역,743-106,47,,,,,1단계. 사업계획 수립중
1427,임대진행,7호선,신풍역,743-108,40,,,,,3단계. 감정평가
1428,임대진행,7호선,신풍역,743-109,45,,,,,3단계. 감정평가
1429,임대진행,7호선,신풍역,743-110,45,,,,,3단계. 감정평가
1430,임대진행,7호선,신풍역,743-111,30,,,,,3단계. 감정평가
1431,네트워크,7호선,신풍역,743-112,30,기타,2024-06-07,2029-08-16,807760,
1432,복합,7호선,대림(7)역,744-001,41.1,패션잡화,2017-05-22,2027-09-19,18124700,
1433,네트워크,7호선,대림(7)역,744-002,21.05,화장품,2020-12-23,2026-03-23,3920862,
1434,개별(일반),7호선,대림(7)역,744-003,22,패션잡화,2023-06-19,2028-07-19,6740000,
1435,공실,7호선,대림(7)역,744-004,22,,,,,2단계. 시설물 점검
1436,네트워크,7호선,대림(7)역,744-101,49.58,플라워,2018-11-27,2029-01-25,7324453,
1437,개별(일반),7호선,대림(7)역,744-102,44.74,패션잡화,2020-06-08,2025-07-08,6600000,
1438,복합,7호선,대림(7)역,744-103,68,패션잡화,2017-05-22,2027-09-19,12446500,
1439,네트워크,7호선,대림(7)역,744-104,29.51,편의점,2020-02-13,2025-04-12,13230360,
1440,네트워크,7호선,대림(7)역,744-106,39,패션잡화,2022-12-16,2028-04-15,3349711,
1441,네트워크,7호선,대림(7)역,744-107,39,플라워,2022-10-27,2028-02-24,2515781,
1442,개별(일반),7호선,대림(7)역,744-108,30,패션잡화,2023-03-06,2028-04-05,1721000,
1443,네트워크,7호선,남구로역,745-101,33.67,편의점,2020-02-13,2025-04-12,8428420,
1444,개별(일반),7호선,남구로역,745-103,40,패션잡화,2023-03-03,2028-04-02,2000000,
1445,개별(일반),7호선,남구로역,745-104,32,패션잡화,2023-06-19,2028-07-19,1700000,
1446,임대진행,7호선,남구로역,745-201,69.14,,,,,5단계. 입찰공고
1447,임대진행,7호선,남구로역,745-202,22,,,,,5단계. 입찰공고
1448,개별(일반),7호선,가산디지털단지역,746-101,34,식음료,2024-02-08,2029-02-07,13751200,
1449,네트워크,7호선,가산디지털단지역,746-103,69,화상면접,2022-09-06,2028-01-04,975346,
1450,네트워크,7호선,가산디지털단지역,746-301,41.97,플라워,2018-11-27,2029-01-25,4196536,
1451,네트워크,7호선,가산디지털단지역,746-302,35.8,편의점,2020-02-13,2025-04-12,16485040,
1452,네트워크,7호선,철산역,747-101,36.61,편의점,2020-02-13,2025-04-12,12851410,
1453,복합,7호선,철산역,747-102,30,식음료,2023-06-07,2026-07-31,2686255,
1454,복합,7호선,철산역,747-103,18,밀키트,2023-06-07,2026-07-31,1653080,
1455,복합,7호선,철산역,747-105,63,식음료,2023-06-07,2026-07-31,5785780,
1456,복합,7호선,철산역,747-106,15.5,기타,2023-06-07,2026-07-31,3398000,
1457,복합,7호선,철산역,747-107,21.5,식음료,2023-06-07,2026-07-31,,
1458,복합,7호선,철산역,747-108,35,플라워,2023-06-07,2026-07-31,3214320,
1459,복합,7호선,철산역,747-109,41,패션잡화,2023-06-07,2026-07-31,3926065,
1460,네트워크,7호선,광명사거리역,748-101,45.74,식음료,2021-02-25,2026-04-26,5844784,
1461,네트워크,7호선,광명사거리역,748-102,34.27,편의점,2020-02-13,2025-04-12,12292280,
1462,네트워크,7호선,광명사거리역,748-103,13,무인프린트,2022-08-30,2028-01-27,1204446,
1463,네트워크,7호선,광명사거리역,748-201,37.17,화장품,2020-12-23,2026-03-23,3849143,
1464,공실,7호선,광명사거리역,748-203,44,,,,,2단계. 시설물 점검
1465,네트워크,7호선,광명사거리역,748-204,37,기타,2022-09-07,2028-02-04,3143467,
1466,네트워크,7호선,광명사거리역,748-205,40,플라워,2022-10-21,2028-02-18,3897086,
1467,네트워크,7호선,광명사거리역,748-206,40,식음료,2022-12-02,2028-04-01,3079874,
1468,네트워크,7호선,광명사거리역,748-207,41,패션잡화,2022-12-16,2028-04-15,2708482,
1469,네트워크,7호선,천왕역,749-101,36.93,편의점,2020-02-13,2025-04-12,6160440,
1470,개별(일반),7호선,천왕역,749-201,900.39,기타,2016-09-12,2027-03-10,1313400,
1471,개별(일반),7호선,온수역,750-101,13.5,식음료,2021-03-19,2026-04-18,2040000,
1472,개별(일반),7호선,온수역,750-103,23.1,패션잡화,2018-10-23,2028-11-21,3312900,
1473,네트워크,7호선,온수역,750-104,29.81,편의점,2020-02-13,2025-04-12,6966960,
1474,공실,7호선,온수역,750-105,41,,,,,2단계. 시설물 점검
1475,개별(일반),7호선,온수역,750-106,35,사무실,2021-12-21,2027-01-20,795000,
1476,네트워크,8호선,암사역,810-101,36.54,기타,2023-06-05,2028-08-14,2288301,
1477,공실,8호선,암사역,810-102,24,,,,,2단계. 시설물 점검
1478,네트워크,8호선,암사역,810-103,35,편의점,2022-02-03,2027-05-04,10014441,
1479,개별(일반),8호선,암사역,810-104,27.37,패션잡화,2020-12-31,2026-01-30,2150000,
1480,네트워크,8호선,암사역,810-105,46.46,기타,2022-09-07,2028-02-04,2750533,
1481,네트워크,8호선,강동구청역,812-101,30,편의점,2022-02-03,2027-05-04,6354679,
1482,개별(일반),8호선,강동구청역,812-102,36.96,패션잡화,2022-08-29,2027-09-28,1833000,
1483,공실,8호선,강동구청역,812-201,37.45,,,,,2단계. 시설물 점검
1484,개별(일반),8호선,강동구청역,812-202,46.69,식음료,2020-06-10,2025-07-10,2500000,
1485,네트워크,8호선,몽촌토성역,813-101,36,편의점,2022-02-03,2027-05-04,5389832,
1486,복합,8호선,잠실(8)역,814-101,191,식음료,2022-10-08,2026-04-10,14620318,
1487,복합,8호선,잠실(8)역,814-102,118,의약업,2022-10-08,2026-04-10,9032448,
1488,복합,8호선,잠실(8)역,814-103,16,식음료,2022-10-08,2026-04-10,1224739,
1489,복합,8호선,잠실(8)역,814-104,225,식음료,2022-10-08,2026-04-10,17222887,
1490,복합,8호선,잠실(8)역,814-105,52,편의점,2022-10-08,2026-04-10,3980400,
1491,복합,8호선,잠실(8)역,814-106,708,기타,2022-10-08,2026-04-10,54194684,
1492,복합,8호선,잠실(8)역,814-107,40,의약업,2022-10-08,2026-04-10,3061847,
1493,복합,8호선,잠실(8)역,814-109,48,패션잡화,2022-10-08,2026-04-10,3674216,
1494,복합,8호선,잠실(8)역,814-110,24,패션잡화,2022-10-08,2026-04-10,1837108,
1495,복합,8호선,잠실(8)역,814-111,144,화장품,2022-10-08,2026-04-10,11022647,
1496,복합,8호선,잠실(8)역,814-112,24,식음료,2022-10-08,2026-04-10,1837108,
1497,복합,8호선,잠실(8)역,814-113,48,패션잡화,2022-10-08,2026-04-10,3674216,
1498,복합,8호선,잠실(8)역,814-114,14.23,식음료,2022-10-08,2026-04-10,1089252,
1499,복합,8호선,잠실(8)역,814-115,26,식음료,2022-10-08,2026-04-10,1990200,
1500,복합,8호선,잠실(8)역,814-116,56,식음료,2022-10-08,2026-04-10,4286585,
1501,복합,8호선,잠실(8)역,814-117,56,기타,2022-10-08,2026-04-10,4286585,
1502,복합,8호선,잠실(8)역,814-118,56,패션잡화,2022-10-08,2026-04-10,4286585,
1503,복합,8호선,잠실(8)역,814-119,45,패션잡화,2022-10-08,2026-04-10,3444578,
1504,복합,8호선,잠실(8)역,814-120,48,기타,2022-10-08,2026-04-10,3674216,
1505,복합,8호선,잠실(8)역,814-121,20,식음료,2022-10-08,2026-04-10,1530923,
1506,복합,8호선,잠실(8)역,814-122,20,식음료,2022-10-08,2026-04-10,1530923,
1507,복합,8호선,잠실(8)역,814-123,20,식음료,2022-10-08,2026-04-10,1530923,
1508,개별(일반),8호선,잠실(8)역,814-201,28.6,패션잡화,2022-12-14,2028-01-13,8200000,
1509,복합,8호선,잠실(8)역,814-202,29,식음료,2022-10-08,2026-04-10,2219839,
1510,복합,8호선,잠실(8)역,814-203,13.5,식음료,2022-10-08,2026-04-10,1033373,
1511,복합,8호선,잠실(8)역,814-204,9.36,식음료,2022-10-08,2026-04-10,716470,
1512,개별(일반),8호선,석촌역,815-101,30,기타,2022-02-05,2027-03-04,2500000,
1513,네트워크,8호선,석촌역,815-102,38,편의점,2022-02-03,2027-05-04,7290691,
1514,개별(일반),8호선,송파역,816-101,17.87,식음료,2023-03-31,2028-04-30,1510000,
1515,네트워크,8호선,송파역,816-102,32.2,편의점,2022-02-03,2027-05-04,3999566,
1516,네트워크,8호선,가락시장(8)역,817-102,33,편의점,2022-02-03,2027-05-04,5233461,
1517,개별(일반),8호선,가락시장(8)역,817-105,52.16,패션잡화,2019-04-09,2029-05-08,4272800,
1518,개별(일반),8호선,가락시장(8)역,817-106,19.84,기타,2020-02-11,2025-03-11,1012000,
1519,개별(일반),8호선,가락시장(8)역,817-107,24.61,식음료,2019-12-18,2025-01-16,2186000,
1520,네트워크,8호선,문정역,818-101,30,편의점,2022-02-03,2027-05-04,3992468,
1521,네트워크,8호선,장지역,819-101,35.2,편의점,2022-02-03,2027-05-04,8275943,
1522,개별(일반),8호선,장지역,819-102,38.82,식음료,2023-12-04,2029-01-03,4998300,
1523,개별(일반),8호선,장지역,819-103,12.85,플라워,2020-08-03,2025-09-02,2500000,
1524,임대진행,8호선,장지역,819-104,251.23,,,,,3단계. 감정평가
1525,네트워크,8호선,복정역,820-101,50,편의점,2022-02-03,2027-05-04,6487761,
1526,네트워크,8호선,산성역,821-101,30,편의점,2022-02-03,2027-05-04,4358445,
1527,개별(일반),8호선,남한산성입구역,822-101,34.32,기타,2021-05-13,2026-06-12,2300000,
1528,네트워크,8호선,남한산성입구역,822-201,36,편의점,2022-02-03,2027-05-04,8863280,
1529,개별(일반),8호선,남한산성입구역,822-202,22.09,식음료,2019-12-10,2025-01-08,1590000,
1530,네트워크,8호선,남한산성입구역,822-203,54.76,식음료,2024-01-15,2029-03-25,2060400,
1531,네트워크,8호선,남한산성입구역,822-204,34.18,패션잡화,2023-07-17,2028-08-31,1809246,
1532,개별(일반),8호선,남한산성입구역,822-205,17,식음료,2022-04-28,2027-05-28,1200000,
1533,개별(일반),8호선,단대오거리역,823-102,36.78,기타,2021-01-21,2026-02-20,1700000,
1534,네트워크,8호선,단대오거리역,823-201,32.5,편의점,2022-02-03,2027-05-04,6235459,
1535,네트워크,8호선,단대오거리역,823-203,54.03,기타,2024-06-07,2029-08-16,2643590,
1536,개별(일반),8호선,단대오거리역,823-204,75.09,패션잡화,2021-03-18,2026-04-17,3780000,
1537,네트워크,8호선,신흥역,824-101,40,편의점,2022-02-03,2027-05-04,4391715,
1538,네트워크,8호선,수진역,825-101,40,편의점,2022-02-03,2027-05-04,4036829,
1539,네트워크,8호선,모란역,826-101,50,편의점,2022-02-03,2027-05-04,3770665,
1540,공실,8호선,남위례역,827-001,34.13,,,,,1단계. 사업계획 수립중
1541,공실,8호선,남위례역,827-002,25.97,,,,,1단계. 사업계획 수립중
